year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,1,1,940,-15,1226,6,MQ,N525MQ,4654,LGA,ATL,129,762,9,40
2013,1,1,941,-4,1300,2,B6,N806JB,679,JFK,LAX,352,2475,9,41
2013,1,1,946,-13,1146,-16,EV,N15912,4175,EWR,AVL,105,583,9,46
2013,1,1,947,-6,1053,-17,B6,N306JB,600,JFK,PWM,47,273,9,47
2013,1,1,950,-4,1155,13,EV,N12567,4681,EWR,STL,170,872,10,50
2013,1,1,953,-6,1141,12,MQ,N6EAMQ,4670,LGA,BNA,144,764,10,53
2013,1,1,953,32,1320,39,UA,N586UA,222,EWR,LAX,346,2454,10,53
2013,1,1,955,-5,1336,11,US,N642AW,75,EWR,PHX,324,2133,10,55
2013,1,1,956,-4,1241,0,DL,N956DL,1847,LGA,ATL,129,762,10,56
2013,1,1,957,144,1056,123,UA,N534UA,856,EWR,BOS,37,200,10,57
2013,1,1,959,-3,1313,-6,DL,N965DL,2379,LGA,FLL,151,1076,10,59
2013,1,1,959,-1,1151,-15,US,N765US,1177,LGA,CLT,90,544,10,59
2013,1,1,1003,-7,1255,-25,B6,N565JB,503,EWR,FLL,152,1065,10,3
2013,1,1,1003,4,1408,39,US,N541UW,196,JFK,PHX,342,2153,10,3
2013,1,1,1005,5,1239,5,UA,N81449,1625,EWR,DEN,254,1605,10,5
2013,1,1,1007,-3,1147,7,MQ,N503MQ,3795,EWR,ORD,131,719,10,7
2013,1,1,1009,-6,1219,-10,DL,N933DL,2319,LGA,MSP,160,1020,10,9
2013,1,1,1010,-5,1204,-6,US,N162UW,1103,EWR,CLT,90,529,10,10
2013,1,1,1010,-5,1225,11,US,N712US,1441,JFK,CLT,97,541,10,10
2013,1,1,1011,10,1133,5,EV,N820AS,5736,LGA,IAD,59,229,10,11
2013,1,1,1011,-4,1246,-21,DL,N399DA,1529,JFK,LAS,320,2248,10,11
2013,1,1,1021,-2,1254,2,FL,N942AT,347,LGA,ATL,129,762,10,21
2013,1,1,1024,-5,1140,-10,EV,N14905,4709,EWR,BUF,59,282,10,24
2013,1,1,1024,-6,1204,-11,MQ,N719MQ,4471,LGA,RDU,78,431,10,24
2013,1,1,1025,5,1356,26,AA,N3FXAA,731,LGA,DFW,247,1389,10,25
2013,1,1,1025,34,1258,-4,UA,N437UA,501,EWR,MCO,137,937,10,25
2013,1,1,1026,-4,1351,11,AA,N328AA,19,JFK,LAX,356,2475,10,26
2013,1,1,1028,2,1350,11,UA,N76508,1004,LGA,IAH,237,1416,10,28
2013,1,1,1029,-1,1427,32,AA,N325AA,179,JFK,SFO,389,2586,10,29
2013,1,1,1030,-5,1229,-17,EV,N11189,4277,EWR,CHS,100,628,10,30
2013,1,1,1031,1,1353,-22,VX,N625VA,23,JFK,SFO,363,2586,10,31
2013,1,1,1031,1,1323,-11,UA,N77258,1294,EWR,FLL,157,1065,10,31
2013,1,1,1032,-3,1305,15,EV,N13955,4180,EWR,IND,135,645,10,32
2013,1,1,1033,16,1130,-6,UA,N849UA,779,EWR,BOS,42,200,10,33
2013,1,1,1037,7,1221,11,AA,N581AA,321,LGA,ORD,133,733,10,37
2013,1,1,1038,8,1223,21,UA,N423UA,985,EWR,ORD,149,719,10,38
2013,1,1,1042,2,1325,-1,B6,N529JB,31,JFK,MCO,142,944,10,42
2013,1,1,1044,-1,1231,19,EV,N15555,4322,EWR,MKE,151,725,10,44
2013,1,1,1044,-1,1352,1,UA,N667UA,455,EWR,IAH,229,1400,10,44
2013,1,1,1044,3,1339,-11,UA,N76503,1060,EWR,RSW,157,1068,10,44
2013,1,1,1047,-8,1359,-6,AA,N3AVAA,739,LGA,DFW,230,1389,10,47
2013,1,1,1047,-3,1401,-9,DL,N3748Y,1275,JFK,SLC,295,1990,10,47
2013,1,1,1048,-2,1302,12,MQ,N537MQ,4589,LGA,DTW,112,502,10,48
2013,1,1,1053,3,1402,4,B6,N520JB,373,LGA,FLL,165,1076,11,53
2013,1,1,1054,-5,1326,-13,DL,N920DE,1647,LGA,ATL,129,762,11,54
2013,1,1,1056,-3,1203,-6,EV,N11544,4479,EWR,PWM,51,284,11,56
2013,1,1,1056,-4,1407,-6,DL,N917DL,2185,LGA,TPA,158,1010,11,56
2013,1,1,1058,-2,1210,-6,US,N951UW,2171,LGA,DCA,50,214,11,58
2013,1,1,1059,-1,1201,-14,WN,N505SW,321,LGA,BWI,43,185,11,59
2013,1,1,1059,-1,1210,-5,MQ,N509MQ,3792,JFK,DCA,50,213,11,59
2013,1,1,1059,6,1342,-9,UA,N451UA,369,EWR,LAS,325,2227,11,59
2013,1,1,1101,18,1345,13,B6,N630JB,545,EWR,PBI,145,1023,11,1
2013,1,1,1103,3,1410,-11,DL,N339NW,2071,LGA,MIA,155,1096,11,3
2013,1,1,1105,18,1428,23,UA,N521UA,688,EWR,SFO,356,2565,11,5
2013,1,1,1107,-8,1305,-5,MQ,N730MQ,4485,LGA,CMH,95,479,11,7
2013,1,1,1109,-6,1402,-23,AA,N3GSAA,2099,LGA,MIA,157,1096,11,9
2013,1,1,1111,-4,1222,-4,B6,N279JB,24,JFK,BTV,52,266,11,11
2013,1,1,1112,12,1440,2,UA,N517UA,285,JFK,SFO,364,2586,11,12
2013,1,1,1113,-2,1318,3,DL,N320NB,1031,LGA,DTW,104,502,11,13
2013,1,1,1114,134,1447,145,UA,N76502,1086,LGA,IAH,248,1416,11,14
2013,1,1,1120,96,1331,78,EV,N16561,4495,EWR,SAV,117,708,11,20
2013,1,1,1120,-5,1330,5,WN,N469WN,1057,LGA,STL,176,888,11,20
2013,1,1,1123,13,1410,34,UA,N587UA,405,LGA,DEN,256,1620,11,23
2013,1,1,1124,24,1435,4,B6,N590JB,641,JFK,SFO,349,2586,11,24
2013,1,1,1124,-1,1445,0,DL,N376NW,1171,LGA,RSW,169,1080,11,24
2013,1,1,1125,-5,1325,-7,US,N169UW,1085,LGA,CLT,94,544,11,25
2013,1,1,1127,-2,1303,-6,EV,N14180,4294,EWR,RDU,73,416,11,27
2013,1,1,1127,-3,1504,16,UA,N518UA,703,JFK,LAX,357,2475,11,27
2013,1,1,1127,-2,1421,-4,UA,N14118,1143,EWR,PBI,156,1023,11,27
2013,1,1,1128,-1,1422,-15,UA,N496UA,987,EWR,TPA,156,997,11,28
2013,1,1,1130,5,1301,-4,AA,N3DEAA,327,LGA,ORD,127,733,11,30
2013,1,1,1130,-1,1345,3,DL,N343NB,2219,LGA,MSP,166,1020,11,30
2013,1,1,1132,-3,1324,-6,MQ,N856MQ,4553,LGA,CLE,89,419,11,32
2013,1,1,1133,4,1440,3,B6,N652JB,133,JFK,RSW,168,1074,11,33
2013,1,1,1133,3,1448,-2,VX,N839VA,409,JFK,LAX,347,2475,11,33
2013,1,1,1135,-5,1429,-16,AA,N3EYAA,1623,EWR,MIA,156,1085,11,35
2013,1,1,1137,-3,1445,-6,DL,N999DN,2175,LGA,PBI,153,1035,11,37
2013,1,1,1143,-2,1512,5,UA,N39726,1010,EWR,SNA,371,2434,11,43
2013,1,1,1144,-1,1422,11,EV,N695CA,4876,EWR,ATL,126,746,11,44
2013,1,1,1147,-8,1335,8,FL,N932AT,353,LGA,CAK,82,397,11,47
2013,1,1,1150,-6,1302,-12,EV,N21144,4693,EWR,SYR,46,195,12,50
2013,1,1,1153,-6,1350,9,EV,N29917,4275,EWR,CMH,95,463,12,53
2013,1,1,1153,30,1454,29,B6,N552JB,1,JFK,FLL,167,1069,12,53
2013,1,1,1153,-7,1450,-39,DL,N712TW,863,JFK,LAX,330,2475,12,53
2013,1,1,1154,-6,1253,-13,B6,N206JB,1174,EWR,BOS,40,200,12,54
2013,1,1,1154,-6,1452,22,MQ,N8EGMQ,4658,LGA,ATL,141,762,12,54
2013,1,1,1155,-5,1517,7,AA,N322AA,3,JFK,LAX,353,2475,12,55
2013,1,1,1155,-5,1507,-12,DL,N969DL,1443,LGA,FLL,160,1076,12,55
2013,1,1,1155,-5,1441,1,DL,N904DL,1947,LGA,ATL,133,762,12,55
2013,1,1,1155,-5,1312,-3,MQ,N846MQ,4425,JFK,DCA,57,213,12,55
2013,1,1,1157,-1,1310,-5,EV,N16546,4511,EWR,ROC,50,246,12,57
2013,1,1,1157,-8,1342,-3,MQ,N723MQ,4431,LGA,RDU,80,431,12,57
2013,1,1,1157,-3,1452,-4,UA,N13113,1197,EWR,MCO,151,937,12,57
2013,1,1,1158,-7,1530,10,AA,N426AA,743,LGA,DFW,248,1389,12,58
2013,1,1,1158,-2,1256,-4,WN,N783SW,1568,EWR,BWI,38,169,12,58
2013,1,1,1158,-2,1338,7,UA,N588UA,701,LGA,ORD,142,733,12,58
2013,1,1,1200,0,1408,12,US,N755US,1443,JFK,CLT,102,541,12,0
2013,1,1,1202,-5,1318,4,EV,N11536,4347,EWR,BTV,51,266,12,2
2013,1,1,1202,3,1645,-8,UA,N38403,1663,EWR,SJU,187,1608,12,2
2013,1,1,1203,-2,1501,24,EV,N13978,3850,EWR,ATL,142,746,12,3
2013,1,1,1203,3,1519,-26,VX,N843VA,25,JFK,SFO,353,2586,12,3
2013,1,1,1204,4,1500,12,B6,N612JB,523,EWR,MCO,139,937,12,4
2013,1,1,1205,5,1503,-2,UA,N39418,1461,EWR,IAH,221,1400,12,5
